gene_id	diff	count_min
b5v5_01558	-10.5	592
b5v5_00968	18	592
b5v5_04122	-4	592
b5v5_01835	-13	591
b5v5_03824	22	591
b5v5_00537	-7	591
b5v5_00778	-17	591
b5v5_02632	-10	591
b5v5_00669	-10	591
b5v5_01189	9	591
b5v5_03793	-15	591
b5v5_01298	-13	591
b5v5_00927	17	591
b5v5_01483	-10	591
b5v5_00340	-15	591
b5v5_00967	13	591
b5v5_01450	13	591
b5v5_02105	-12	591
b5v5_11364	-13	590
b5v5_01331	-11	590
b5v5_01856	-2	590
b5v5_00914	16	590
b5v5_04851	-16	590
b5v5_01474	-9	590
b5v5_00756	-9	569
b5v5_02899	-13.5	590
b5v5_03251	-15	590
b5v5_01935	-15	548
b5v5_02026	-2	590
b5v5_00735	-13	590
b5v5_01155	88.5	416
b5v5_00822	78	560
b5v5_04141	-16	590
b5v5_07347	16	590
b5v5_03953	-15	588
b5v5_01517	-13	589
b5v5_01272	-18	497
b5v5_02916	-9	589
b5v5_00627	-8	351
b5v5_01790	2	589
b5v5_00538	5	589
b5v5_03423	-7	589
b5v5_03164	-13	479
b5v5_00909	-12	589
b5v5_02379	2	589
b5v5_01267	67	480
b5v5_01569	-4	589
b5v5_05596	-14	589
b5v5_01934	-12	589
b5v5_00243	109	200
b5v5_01134	-5	588
b5v5_04018	-6	588
b5v5_02745	12	588
b5v5_02279	-15	588
b5v5_01655	-16	565
b5v5_01680	-4	588
b5v5_00920	76	396
b5v5_03496	-13	588
b5v5_02445	-5	588
b5v5_02610	-14	588
b5v5_00377	-15	491
b5v5_00236	18	588
b5v5_00496	19	588
b5v5_00745	-10	588
b5v5_01355	-15	588
b5v5_02302	36	588
b5v5_03601	-12	588
b5v5_01653	-9	587
b5v5_02078	-15	587
b5v5_04518	-10	587
b5v5_00934	56.5	446
b5v5_00721	-14	587
b5v5_05528	-2	587
b5v5_02065	-15	469
b5v5_01403	-14	587
b5v5_03399	-16	587
b5v5_01175	-3	587
b5v5_02798	-13	587
b5v5_00550	3	587
b5v5_02301	-9	587
b5v5_01283	-14	587
b5v5_02025	-10	587
b5v5_05767	-15	587
b5v5_01670	2	587
b5v5_02086	-20	587
b5v5_02220	-16	587
b5v5_04318	-16	587
b5v5_00736	-12	566
b5v5_02950	-11	587
b5v5_00680	-10	587
b5v5_04435	28	586
b5v5_04487	-8	552
b5v5_01204	-15	586
b5v5_01650	-14	586
b5v5_01894	-4	586
b5v5_01346	-5	586
b5v5_03993	-16	586
b5v5_00469	-9	586
b5v5_01246	-17	586
b5v5_01187	-17	586
b5v5_01387	-3	586
b5v5_02226	-12	586
b5v5_01889	-16	586
b5v5_04237	-12	586
b5v5_00835	-2.5	586
b5v5_00524	-3	586
b5v5_00585	11	586
b5v5_02024	-14	586
b5v5_03371	-10	586
b5v5_02810	-14	586
b5v5_01810	62	343
b5v5_00642	-11	586
b5v5_02535	38	586
b5v5_03750	-4	586
b5v5_01360	5	586
b5v5_01801	-9.5	586
b5v5_02747	-2	585
b5v5_00705	-12	585
b5v5_00623	-9	585
b5v5_01150	1	585
b5v5_04020	-3	585
b5v5_01538	-5	585
b5v5_01822	-11	585
b5v5_02394	-2	399
b5v5_04844	26	585
b5v5_02075	-13	585
b5v5_02568	-2	585
b5v5_01281	-6	585
b5v5_02181	-9	585
b5v5_03909	-7	585
b5v5_03186	-1	585
b5v5_00776	-12	585
b5v5_03215	0	542
b5v5_00577	43.5	492
b5v5_02853	-13	584
b5v5_01987	-16	584
b5v5_03301	-2	584
b5v5_02115	-3	584
b5v5_01485	-8	584
b5v5_03946	-15	584
b5v5_01017	-17	584
b5v5_01493	-9	584
b5v5_01660	-11	584
b5v5_06062	-14	584
b5v5_00710	-8	584
b5v5_00352	104	584
b5v5_08682	-16	584
b5v5_04235	-10	584
b5v5_00479	-22	584
b5v5_02448	23	583
b5v5_02256	-16	583
b5v5_03236	-4	583
b5v5_02052	20	583
b5v5_01386	-6	583
b5v5_05171	-4	583
b5v5_05269	-19	357
b5v5_00777	-16	583
b5v5_02719	-5	583
b5v5_12529	-4	583
b5v5_02136	-23	583
b5v5_00789	-16	583
b5v5_00773	12	583
b5v5_00445	-12.5	583
b5v5_01416	3	583
b5v5_07711	2	583
b5v5_05146	0	583
b5v5_01714	3	583
b5v5_01391	2	583
b5v5_01805	4	583
b5v5_05022	-18	583
b5v5_02564	-6	582
b5v5_01972	-3	582
b5v5_02172	-11	582
b5v5_01641	-10	582
b5v5_01487	-3	582
b5v5_00373	67	582
b5v5_07055	-10	582
b5v5_04348	-1	274
b5v5_04304	-15	582
b5v5_05431	-34	444
b5v5_02064	-15	582
b5v5_03241	30.5	582
b5v5_00191	-18	582
b5v5_00696	2	582
b5v5_00458	-9	582
b5v5_01928	-15	582
b5v5_05462	-9	582
b5v5_02262	20	582
b5v5_02133	-14	582
b5v5_02838	-12	582
b5v5_01823	-9	582
b5v5_02637	-14	582
b5v5_01195	-14	582
b5v5_01315	14	582
b5v5_02003	-11	582
b5v5_01886	-5	552
b5v5_02264	-3	581
b5v5_03405	-10	581
b5v5_04190	-5	581
b5v5_00132	-2	581
b5v5_03113	-12	581
b5v5_01104	-6	411
b5v5_00238	-6	581
b5v5_01086	-10	581
b5v5_00337	-12	581
b5v5_02290	-17	581
b5v5_01057	-16	581
b5v5_02113	-3	581
b5v5_02976	-7	581
b5v5_08960	-20	581
b5v5_00786	-14	581
b5v5_01033	-15	581
b5v5_02749	-17	581
b5v5_03161	-11	270
b5v5_00970	-12	581
b5v5_01631	-12	581
b5v5_03864	-10	507
b5v5_03270	-11	581
b5v5_01433	-13	581
b5v5_00813	74	556
b5v5_01288	-12	581
b5v5_01415	-14	581
b5v5_01244	-14	581
b5v5_02061	-9	581
b5v5_01008	-7	581
b5v5_04527	-10	581
b5v5_05166	-13.5	580
b5v5_02649	-11	580
b5v5_02552	16	580
b5v5_02288	-11	580
b5v5_01579	60	575
b5v5_02499	9	580
b5v5_02629	14	580
b5v5_05433	15	580
b5v5_01231	-10	580
b5v5_03728	-13.5	580
b5v5_00796	-18	580
b5v5_01089	-14	580
b5v5_01354	-3	381
b5v5_02678	-14	580
b5v5_04284	-4	580
b5v5_05762	-10	580
b5v5_06753	-9	563
b5v5_04647	-14	580
b5v5_01001	-2	282
b5v5_01967	-16	579
b5v5_03859	-12	579
b5v5_02831	-3	391
b5v5_01498	-10	579
b5v5_00965	-3	579
b5v5_01191	-19	579
b5v5_01197	-10	579
b5v5_01765	-7.5	579
b5v5_00223	-11	579
b5v5_00834	-6	579
b5v5_04073	-5	579
b5v5_03066	-12	579
b5v5_05123	-10	579
b5v5_04067	-15.5	579
b5v5_02984	-14	579
b5v5_01739	-6	579
b5v5_01703	-8	579
b5v5_04113	-17	579
b5v5_01903	-13	579
b5v5_02722	-13	579
b5v5_03068	-1	579
b5v5_01911	-3	579
b5v5_02225	-3	579
b5v5_01366	-11	579
b5v5_03140	-13	477
b5v5_04373	-16	579
b5v5_00865	-9	579
b5v5_00823	-18	578
b5v5_00578	11	578
b5v5_02212	-4	578
b5v5_01925	33	578
b5v5_00848	7	578
b5v5_01869	-6	578
b5v5_03919	-7	578
b5v5_02793	-12	578
b5v5_00492	-12	578
b5v5_00264	-11	578
b5v5_02312	4	578
b5v5_01314	-14	578
b5v5_02400	-13	578
b5v5_02446	-2	578
b5v5_01675	-13	566
b5v5_02138	12	578
b5v5_06639	-14	578
b5v5_00739	-3	578
b5v5_03254	6	578
b5v5_03195	48.5	576
b5v5_00826	-12	578
b5v5_03462	-3	578
b5v5_00244	52	578
b5v5_01507	-10	578
b5v5_04207	1	578
b5v5_00048	14	578
b5v5_01596	-4.5	578
b5v5_00267	-9	578
b5v5_00875	-9	577
b5v5_02338	82	516
b5v5_01505	5	577
b5v5_00919	-13	577
b5v5_01105	-7	577
b5v5_02248	30	577
b5v5_02356	-16	577
b5v5_02399	13	577
b5v5_01435	-12	577
b5v5_01997	-10	435
b5v5_00206	-7	577
b5v5_01995	1	577
b5v5_02603	-11	577
b5v5_00861	13	576
b5v5_01285	-15	576
b5v5_02447	82	576
b5v5_01378	-5	576
b5v5_04292	-1	576
b5v5_01211	-17	576
b5v5_01396	-14.5	576
b5v5_01088	-8	576
b5v5_02392	-15	576
b5v5_01039	2	576
b5v5_01720	-10	576
b5v5_00991	-10	576
b5v5_02561	-8	370
b5v5_01802	-4	576
b5v5_03727	28	576
b5v5_03234	-8	576
b5v5_01947	-11	576
b5v5_02232	7	576
b5v5_00674	-9	576
b5v5_07432	-4	576
b5v5_02006	-16	576
b5v5_09090	-16	576
b5v5_02215	-13	575
b5v5_02742	-2	575
b5v5_05299	-9	575
b5v5_00882	-13	575
b5v5_01316	-10.5	575
b5v5_00702	-13	575
b5v5_02046	-6	575
b5v5_01708	16	549
b5v5_00758	4.5	358
b5v5_01227	1	575
b5v5_02765	-12	575
b5v5_02682	-12	575
b5v5_01612	-14	575
b5v5_02019	-13	575
b5v5_07214	-14	575
b5v5_03307	8	575
b5v5_01146	55	575
b5v5_05458	-9	575
b5v5_06937	-17	575
b5v5_06530	-8	575
b5v5_02458	-8	452
b5v5_02577	-14	575
b5v5_01200	-10	575
b5v5_03417	-16	575
b5v5_03209	-16	575
b5v5_00541	-4	575
b5v5_01613	-7	575
b5v5_02121	-13	575
b5v5_01580	-16	575
b5v5_00954	-15	575
b5v5_01323	-6	575
b5v5_01971	-8	574
b5v5_01143	-13	574
b5v5_00899	-2	261
b5v5_01923	-4	574
b5v5_01944	-13	574
b5v5_04520	9.5	574
b5v5_03290	-10	574
b5v5_02016	-9	574
b5v5_01332	-15	574
b5v5_00693	-10	574
b5v5_01431	-6.5	524
b5v5_04728	-11	574
b5v5_01845	0	574
b5v5_02237	-10.5	574
b5v5_00619	42	485
b5v5_02536	-16	574
b5v5_06325	4.5	574
b5v5_01652	-13	574
b5v5_03780	-10	574
b5v5_04009	0	574
b5v5_01054	-13	574
b5v5_04594	-3.5	574
b5v5_01230	-4	574
b5v5_03043	-17	574
b5v5_04903	-10	574
b5v5_00903	-11	574
b5v5_00851	-1	574
b5v5_01897	0	573
b5v5_04539	-13	573
b5v5_02104	-12	573
b5v5_02473	7	573
b5v5_03226	-9	573
b5v5_01798	-11	560
b5v5_08002	-14	573
b5v5_01421	-17	573
b5v5_01548	-5	573
b5v5_01290	4	573
b5v5_02648	-16	573
b5v5_00836	-12	573
b5v5_02517	-5	573
b5v5_04434	-7	573
b5v5_01320	-3	573
b5v5_03087	1	573
b5v5_01426	66	573
b5v5_03136	-8	573
b5v5_01475	-17	573
b5v5_05533	-7	573
b5v5_03261	-7	573
b5v5_01619	-11	573
b5v5_00412	14	573
b5v5_00797	0	573
b5v5_03305	-13	573
b5v5_01651	12	573
b5v5_01727	-19	573
b5v5_05836	1	572
b5v5_02903	-1	572
b5v5_00408	-16	572
b5v5_01257	-20	572
b5v5_00704	-17	572
b5v5_01455	-16	572
b5v5_02635	-16	572
b5v5_13890	-19	572
b5v5_02048	-4	562
b5v5_05340	-3	522
b5v5_04769	-11	572
b5v5_00441	1	499
b5v5_03311	-10	572
b5v5_07597	-7	572
b5v5_02116	-11	572
b5v5_02229	27.5	572
b5v5_08344	-11	413
b5v5_07292	22	572
b5v5_02705	-13	572
b5v5_01322	-2	572
b5v5_01023	5	376
b5v5_00562	3	572
b5v5_04706	55	572
b5v5_02457	0	572
b5v5_01832	-12.5	572
b5v5_03937	-15	572
b5v5_01930	-16	572
b5v5_03800	76	558
b5v5_00551	3	572
b5v5_03028	-12	572
b5v5_02979	-9	572
b5v5_00751	22	571
b5v5_01050	-1	571
b5v5_02067	-9	571
b5v5_01072	-5.5	571
b5v5_07541	-11	571
b5v5_03672	-2	571
b5v5_00404	173	571
b5v5_01296	25	571
b5v5_02951	3	571
b5v5_02855	13	571
b5v5_01115	-13	571
b5v5_02305	-2	571
b5v5_04339	35	559
b5v5_02900	60	526
b5v5_04538	-15	571
b5v5_02329	-15	571
b5v5_01266	-13	571
b5v5_02007	-6	571
b5v5_00212	79	481
b5v5_04105	73.5	452
b5v5_01247	-4	571
b5v5_06227	-4	571
b5v5_05072	-14	571
b5v5_03034	-11	571
b5v5_00069	22	571
b5v5_04712	-18	571
b5v5_01933	-6	571
b5v5_00210	-16	571
b5v5_04928	-2	570
b5v5_00694	54	509
b5v5_00744	-21	551
b5v5_01381	17	570
b5v5_01681	-8	570
b5v5_02583	-12	570
b5v5_01256	-8	570
b5v5_05357	11	570
b5v5_02195	-14	570
b5v5_03092	8	570
b5v5_03350	-17	570
b5v5_02169	22	570
b5v5_02273	-11	570
b5v5_05324	20.5	570
b5v5_01131	-9	570
b5v5_01286	0	570
b5v5_00847	85	506
b5v5_05063	4	570
b5v5_05859	-12	570
b5v5_06568	-11	570
b5v5_02461	-1	570
b5v5_05783	7	569
b5v5_01407	-6	540
b5v5_02352	-12	569
b5v5_00628	71.5	569
b5v5_05522	-16	569
b5v5_00866	-15	569
b5v5_00423	-13	569
b5v5_01642	-7	569
b5v5_01501	-7	569
b5v5_00901	32	569
b5v5_06313	-8	569
b5v5_01601	1	569
b5v5_00632	-13	569
b5v5_01461	-14	569
b5v5_03510	-20	569
b5v5_00198	-1	569
b5v5_01758	-12	569
b5v5_00609	-14	569
b5v5_01606	-13	569
b5v5_04343	-9	569
b5v5_03324	-4	569
b5v5_04614	-12	569
b5v5_02310	-20	569
b5v5_00803	-8.5	569
b5v5_02151	0	568
b5v5_06441	0	568
b5v5_00231	-13	568
b5v5_03230	5	568
b5v5_03532	-15	568
b5v5_03844	-1	490
b5v5_02426	-14	568
b5v5_03466	-1	568
b5v5_02149	-11	568
b5v5_02995	-3	568
b5v5_00364	56	515
b5v5_02070	-9	568
b5v5_02056	-10	568
b5v5_00605	-14	500
b5v5_02986	-11	568
b5v5_02204	7	568
b5v5_01807	-7	568
b5v5_01358	-13	568
b5v5_04685	-12	568
b5v5_01907	-7	568
b5v5_00870	-7	568
b5v5_07144	-13	568
b5v5_01587	19	568
b5v5_01385	-11	568
b5v5_02339	-12	568
b5v5_00994	0	568
b5v5_00700	-13	568
b5v5_01280	-14	567
b5v5_06405	-17	567
b5v5_05567	7	567
b5v5_04365	-4	567
b5v5_03238	-13	567
b5v5_01300	-16	567
b5v5_01741	-7	567
b5v5_01092	-11	567
b5v5_02827	6	567
b5v5_01440	4	567
b5v5_00422	-7	567
b5v5_01202	-10	567
b5v5_03384	-13	567
b5v5_04462	15	567
b5v5_05546	-20	567
b5v5_01815	-2	567
b5v5_02088	-19	567
b5v5_01850	-9	567
b5v5_01963	36	567
b5v5_01481	-6	567
b5v5_06926	-8	567
b5v5_00691	9	457
b5v5_04446	-10	567
b5v5_00546	-14	567
b5v5_01777	-7	567
b5v5_03795	-9	458
b5v5_01880	0	567
b5v5_07765	-13.5	567
b5v5_01855	-13	566
b5v5_00253	32	485
b5v5_00940	-12	566
b5v5_04028	-4	566
b5v5_02636	-16	566
b5v5_03229	-8	566
b5v5_05454	-20	555
b5v5_01037	-11	566
b5v5_00444	-3.5	566
b5v5_02878	9	566
b5v5_02918	-10	566
b5v5_01556	18	566
b5v5_01132	-17	566
b5v5_02553	-8	566
b5v5_05059	-12	566
b5v5_08790	45	566
b5v5_02510	19	566
b5v5_00840	-11	566
b5v5_07344	-10.5	566
b5v5_02001	-13	566
b5v5_02332	5	566
b5v5_00782	-16	566
b5v5_02567	-3	566
b5v5_01308	5	566
b5v5_00975	-9	566
b5v5_02808	-12	565
b5v5_02266	2	565
b5v5_03982	-18	565
b5v5_06191	2	565
b5v5_03586	-7	565
b5v5_01262	-6	565
b5v5_00279	4	565
b5v5_02665	-9	565
b5v5_02970	50	565
b5v5_00157	-2	565
b5v5_03743	-12	565
b5v5_03958	-12	464
b5v5_02210	-13	565
b5v5_01954	-3.5	565
b5v5_01742	16	565
b5v5_00948	-9	456
b5v5_00343	27	565
b5v5_02130	-11	565
b5v5_03784	-7	565
b5v5_02097	-3	565
b5v5_09217	-16	565
b5v5_00872	-11	565
b5v5_01083	-5	565
b5v5_07289	-2	565
b5v5_01263	-7	565
b5v5_04698	17	565
b5v5_00783	13	565
b5v5_00750	-11	565
b5v5_02023	-1	565
b5v5_01090	-7	281
b5v5_02110	6	565
b5v5_02683	-15	564
b5v5_01615	-4	564
b5v5_04043	-13	564
b5v5_00436	-13	564
b5v5_02964	-6	564
b5v5_00553	-13	564
b5v5_05008	-13	564
b5v5_01252	-17	564
b5v5_06288	19	564
b5v5_07202	-12	564
b5v5_02236	-11	564
b5v5_03435	96.5	394
b5v5_02782	-17	564
b5v5_05581	5.5	564
b5v5_00842	14	564
b5v5_01521	-1	564
b5v5_02925	-3	564
b5v5_01336	-11	564
b5v5_00906	-3	564
b5v5_00881	21	564
b5v5_03080	-12	564
b5v5_01240	-16	564
b5v5_05286	-2	564
b5v5_06016	-11	564
b5v5_05416	-10	564
b5v5_03023	-18	564
b5v5_01622	0	564
b5v5_05066	-9	564
b5v5_15846	-2	564
b5v5_02872	14	564
b5v5_01885	-12	564
b5v5_02277	-9	564
b5v5_04416	-9	564
b5v5_07883	-12	564
b5v5_04496	-5	564
b5v5_06216	-12	564
b5v5_02538	-14.5	564
b5v5_02718	-3	563
b5v5_00624	62	563
b5v5_04649	-13	563
b5v5_04474	-11	563
b5v5_03132	45	563
b5v5_02363	-13	563
b5v5_02462	-11	563
b5v5_01439	5	563
b5v5_08734	1	563
b5v5_06458	-7	563
b5v5_00762	-4	563
b5v5_03171	-6	563
b5v5_08363	-4	563
b5v5_00328	-13	563
b5v5_08349	-12	563
b5v5_01207	-12	563
b5v5_01578	-16	563
b5v5_02614	-12	563
b5v5_01638	41	563
b5v5_01618	-12	563
b5v5_01021	-4	563
b5v5_06566	4	563
b5v5_08416	-2	563
b5v5_05488	-6	563
b5v5_00987	3	563
b5v5_03770	-2	562
b5v5_03577	-5	562
b5v5_03039	35.5	562
b5v5_00411	-19	562
b5v5_05149	2	562
b5v5_02453	-15	562
b5v5_02911	-11	562
b5v5_01226	35.5	562
b5v5_00498	-15	562
b5v5_00439	57	562
b5v5_00706	-9	562
b5v5_03035	50	547
b5v5_02035	-1	562
b5v5_04826	-7	562
b5v5_04196	-11	424
b5v5_00923	-15	562
b5v5_01555	-14	562
b5v5_00766	4	562
b5v5_03513	8	562
b5v5_01743	-16	562
b5v5_01229	-10	562
b5v5_06146	-14	442
b5v5_01577	-7	562
b5v5_02690	-11	562
b5v5_01100	-5	562
b5v5_01710	-10	562
b5v5_00557	-5	562
b5v5_01465	-5.5	562
b5v5_02013	-7	562
b5v5_01169	-9	562
b5v5_00395	1	562
b5v5_01338	-1	562
b5v5_04185	-8	523
b5v5_06592	-15	377
b5v5_02165	31	562
b5v5_02366	-11	561
b5v5_01639	-15	561
b5v5_02591	-12	561
b5v5_04050	47	541
b5v5_02639	-12	561
b5v5_03120	13	561
b5v5_03151	-9	561
b5v5_01737	5	561
b5v5_04320	-9	561
b5v5_03044	-18	561
b5v5_01795	-5	561
b5v5_02174	-7	561
b5v5_01395	6	561
b5v5_05446	-11	561
b5v5_01984	-10	561
b5v5_01261	30	561
b5v5_02694	-9	561
b5v5_02735	-5	561
b5v5_01942	-17	561
b5v5_05018	65	467
b5v5_01273	-16	561
b5v5_06372	-9	561
b5v5_02080	-8	418
b5v5_01754	-10	561
b5v5_02343	-10	561
b5v5_03742	-11	561
b5v5_03454	-17	560
b5v5_01757	0	560
b5v5_01624	-1	367
b5v5_02674	-9.5	560
b5v5_03867	-3	560
b5v5_00366	1	560
b5v5_01409	-11.5	560
b5v5_07279	-14	560
b5v5_00617	44	560
b5v5_01564	24	560
b5v5_02657	-6	560
b5v5_02508	-10	560
b5v5_02287	-9	560
b5v5_01668	-21	560
b5v5_07353	34	560
b5v5_04719	-10	560
b5v5_06179	-11	560
b5v5_03340	-5	560
b5v5_02217	-6	560
b5v5_02743	-9	560
b5v5_01249	-2	560
b5v5_03721	-11	560
b5v5_10046	-1	560
b5v5_01804	17	560
b5v5_01482	80	525
b5v5_03225	-11	560
b5v5_01910	-10	560
b5v5_03441	-4	560
b5v5_03943	-13	560
b5v5_03273	-15	560
b5v5_02696	-13	560
b5v5_01030	-6.5	560
b5v5_02491	-13	560
b5v5_03929	-14	560
b5v5_01917	-15	560
b5v5_04189	-5	560
b5v5_03890	-16	560
b5v5_01557	1	560
b5v5_06038	-13	560
b5v5_04065	-4	559
b5v5_01389	-10	559
b5v5_02395	-5	559
b5v5_01058	-15	559
b5v5_01563	-1	559
b5v5_00800	3	559
b5v5_06682	-3	559
b5v5_06764	-15	559
b5v5_04697	-14	559
b5v5_01961	-11	559
b5v5_01610	-6	559
b5v5_01060	-9	559
b5v5_04291	-8	559
b5v5_04367	-18	559
b5v5_05112	-6	559
b5v5_02791	-11	559
b5v5_04658	-14	559
b5v5_04548	83	473
b5v5_02069	-5	559
b5v5_01102	-9	559
b5v5_01469	-19	546
b5v5_01034	3	559
b5v5_05188	-5	559
b5v5_03557	-13	559
b5v5_03262	-9	559
b5v5_00590	18	516
b5v5_00795	-9	559
b5v5_01268	-14	559
b5v5_01500	22	559
b5v5_01836	-8	559
b5v5_00234	-14	559
b5v5_01022	-16	559
b5v5_09697	-17	559
b5v5_00945	-11	559
b5v5_02433	-11	559
b5v5_01711	-15	559
b5v5_03349	-17	558
b5v5_00916	-2	558
b5v5_03526	-11	513
b5v5_00614	-17	558
b5v5_02868	-12	558
b5v5_01778	-12	558
b5v5_08197	-13	558
b5v5_03663	-11	558
b5v5_05105	-8	558
b5v5_01871	-16	558
b5v5_01334	-13	558
b5v5_02154	-13	558
b5v5_02249	-3	558
b5v5_02794	-6	558
b5v5_05341	-6	558
b5v5_02293	-12	558
b5v5_00942	33.5	558
b5v5_01611	-14	558
b5v5_02365	9	558
b5v5_01479	-15	558
b5v5_06123	-16.5	558
b5v5_00843	1	558
b5v5_00515	-9	558
b5v5_02286	-14	527
b5v5_04607	0	558
b5v5_02830	-12	558
b5v5_04084	-10	558
b5v5_00151	-6	558
b5v5_02313	1	558
b5v5_02912	-17.5	558
b5v5_04838	-14	558
b5v5_02155	56.5	332
b5v5_00905	-2	558
b5v5_05117	-14.5	558
b5v5_02889	-3	558
b5v5_01441	-6	558
b5v5_02218	-8	558
b5v5_01045	-14	558
b5v5_02700	-7	558
b5v5_00992	4	558
b5v5_05338	-13	558
b5v5_01335	-6	558
b5v5_04805	-8	558
b5v5_06232	-14	558
b5v5_07682	-14	558
b5v5_01540	0	558
b5v5_05320	4	558
b5v5_02557	63	498
b5v5_00931	-3	557
b5v5_04535	-19	557
b5v5_03008	45	557
b5v5_06017	1	557
b5v5_01427	-9	557
b5v5_07069	0	417
b5v5_02799	-15.5	557
b5v5_02336	-9	557
b5v5_02260	0	557
b5v5_05548	-4	557
b5v5_04753	-14	557
b5v5_02163	-4	409
b5v5_02330	-4	557
b5v5_01303	-12	557
b5v5_01405	-7	557
b5v5_02234	-12	557
b5v5_02021	19	557
b5v5_00957	-5	557
b5v5_03749	12	557
b5v5_04765	-13	557
b5v5_02054	58	403
b5v5_01527	3	557
b5v5_00488	-4	557
b5v5_02180	-16	557
b5v5_00260	1	557
b5v5_01841	-9	557
b5v5_01124	36	550
b5v5_04046	2	556
b5v5_03830	-13	556
b5v5_03928	-10	556
b5v5_01446	-14	556
b5v5_00676	-13	556
b5v5_03744	-9	556
b5v5_07899	-10	556
b5v5_01028	11	556
b5v5_06803	1	556
b5v5_02158	-6	556
b5v5_01436	8	556
b5v5_11717	43	511
b5v5_02409	101.5	210
b5v5_03381	-12	556
b5v5_06083	-7	556
b5v5_03219	21	556
b5v5_09666	-1	556
b5v5_02802	-6	556
b5v5_02183	25	556
b5v5_02869	-18	556
b5v5_08028	-7	556
b5v5_01305	31.5	556
b5v5_03493	-13	556
b5v5_02780	-12	556
b5v5_07850	-11	556
b5v5_04830	4	556
b5v5_01061	-6	479
b5v5_04389	2	556
b5v5_01339	-11	556
b5v5_02907	-12	556
b5v5_06434	6	556
b5v5_04581	-16	555
b5v5_03359	-2	555
b5v5_02451	-4	555
b5v5_02487	1	555
b5v5_04025	16	555
b5v5_04989	-11	555
b5v5_02459	-16	555
b5v5_03687	92.5	555
b5v5_02922	0	555
b5v5_01361	-4	555
b5v5_05673	2	555
b5v5_04734	7	548
b5v5_01430	-18	555
b5v5_02569	-11	555
b5v5_02377	-12	555
b5v5_05296	-13	555
b5v5_04563	-14	555
b5v5_01887	72	555
b5v5_02597	34	555
b5v5_00534	-8	555
b5v5_01808	20	555
b5v5_02983	-13	555
b5v5_00902	-13	555
b5v5_00592	-3	555
b5v5_01609	21	555
b5v5_06082	47	555
b5v5_04742	-15	555
b5v5_01301	-15	555
b5v5_00584	-1	555
b5v5_03874	-1	555
b5v5_02824	-13	554
b5v5_04601	-15	554
b5v5_00597	-10	554
b5v5_04313	-15	554
b5v5_03711	-16	554
b5v5_00729	-17	554
b5v5_02093	-10	554
b5v5_07530	5	554
b5v5_01573	-7	554
b5v5_05654	-11	554
b5v5_04222	-6	554
b5v5_00978	-8	554
b5v5_01745	57	554
b5v5_01931	-11	554
b5v5_02224	17	554
b5v5_04771	-12	554
b5v5_01605	-12	554
b5v5_02634	3	554
b5v5_01165	-1	554
b5v5_01751	-16	554
b5v5_04638	35.5	554
b5v5_05981	16	554
b5v5_01271	-13	554
b5v5_00690	-12	554
b5v5_09422	-9	554
b5v5_02714	-10.5	554
b5v5_00936	2	554
b5v5_01940	-16	554
b5v5_03424	80	554
b5v5_05246	-5.5	554
b5v5_05735	-17	554
b5v5_02948	-13.5	554
b5v5_00630	-8	554
b5v5_05119	-11	554
b5v5_02270	-9	553
b5v5_02518	-10	553
b5v5_01976	-8	553
b5v5_01007	-6	553
b5v5_01952	-12	553
b5v5_05007	19	553
b5v5_02063	-1	553
b5v5_10475	-6	553
b5v5_03932	-13	553
b5v5_03541	-3.5	553
b5v5_03279	-12	553
b5v5_02840	-8	553
b5v5_01236	7	553
b5v5_02761	4	553
b5v5_04019	-15	553
b5v5_02919	-9	553
b5v5_01890	-13	553
b5v5_03124	-10	553
b5v5_07147	-10	553
b5v5_05069	-15	545
b5v5_05227	-9	553
b5v5_04269	-15	553
b5v5_02068	-10	553
b5v5_03849	-14	553
b5v5_01970	29	553
b5v5_01938	-15	553
b5v5_05316	-11	553
b5v5_02704	-13	553
b5v5_02667	-4	496
b5v5_03926	-13	449
b5v5_01270	-9	553
b5v5_05852	57.5	552
b5v5_05524	-14	552
b5v5_01582	-14	552
b5v5_04772	-12	552
b5v5_06104	-12	552
b5v5_02231	14	552
b5v5_04491	-11	552
b5v5_07196	33	510
b5v5_01688	-6	552
b5v5_01834	-16	552
b5v5_02079	-6	552
b5v5_05902	-11	552
b5v5_02623	11.5	334
b5v5_01874	-18	552
b5v5_04188	2	552
b5v5_03308	-5	552
b5v5_05912	-9	552
b5v5_02331	86	552
b5v5_05845	-5	552
b5v5_01541	4	552
b5v5_01410	-15	306
b5v5_02688	-7	552
b5v5_06484	5	537
b5v5_08059	-11	552
b5v5_01535	4	552
b5v5_03278	0	552
b5v5_07865	-8	552
b5v5_03111	-17	552
b5v5_00480	-4	552
b5v5_02011	2	552
b5v5_05946	-15	552
b5v5_05196	-6	552
b5v5_01676	-11	552
b5v5_02833	-15	552
b5v5_01136	-13	552
b5v5_00137	-4	551
b5v5_02675	-16	551
b5v5_00616	-3	551
b5v5_06246	-13	551
b5v5_03050	-3	551
b5v5_03618	-1	551
b5v5_01085	-4	551
b5v5_01042	7	551
b5v5_00962	2	551
b5v5_08425	-16	551
b5v5_01860	-6	551
b5v5_01306	-10	551
b5v5_00246	-11	551
b5v5_04044	-15	551
b5v5_03724	17	551
b5v5_01990	-14	551
b5v5_02263	4	551
b5v5_03571	-5	551
