gene_id	diff	count_min
b5v5_13278	-6	398
b5v5_19945	-9	398
b5v5_21556	23	398
b5v5_16839	-18	398
b5v5_15240	1.5	259
b5v5_14524	68	367
b5v5_13067	59	398
b5v5_17846	-8	398
b5v5_16484	-13.5	398
b5v5_13026	-11	398
b5v5_14002	-7	398
b5v5_13249	32	161
b5v5_18571	-4	398
b5v5_13326	21	398
b5v5_14287	-15	398
b5v5_14843	29	398
b5v5_08299	-7	398
b5v5_18991	29	398
b5v5_11446	6	398
b5v5_16026	1	398
b5v5_19861	-2	398
b5v5_10230	-13	398
b5v5_14783	16	379
b5v5_22622	-3	398
b5v5_15565	-8	398
b5v5_17934	-14.5	398
b5v5_22228	-2	398
b5v5_11942	81.5	370
b5v5_13023	-9	398
b5v5_15336	7	398
b5v5_16888	8	398
b5v5_18912	-13	398
b5v5_13477	1	398
b5v5_17979	-10	398
b5v5_09119	-16	398
b5v5_18765	1	398
b5v5_19574	-12	398
b5v5_09942	10	398
b5v5_20816	52	337
b5v5_15982	-13	398
b5v5_07177	-1	398
b5v5_06948	81	365
b5v5_20261	18	398
b5v5_18860	60	398
b5v5_16069	-9	398
b5v5_09095	-16	361
b5v5_10373	3	397
b5v5_15750	-2	397
b5v5_08592	14	397
b5v5_22141	65	397
b5v5_13178	-14	397
b5v5_11973	5	291
b5v5_19227	13	397
b5v5_14348	-15	397
b5v5_18405	-15	397
b5v5_22382	-9	397
b5v5_17066	5	397
b5v5_16168	-15	397
b5v5_14201	7	397
b5v5_08783	2	397
b5v5_11214	-18	397
b5v5_13166	-7	397
b5v5_19092	-6	397
b5v5_21379	5	397
b5v5_16202	-7	397
b5v5_17661	-7	397
b5v5_19256	-9	397
b5v5_16307	10	397
b5v5_15663	1	397
b5v5_24190	31	397
b5v5_20479	0	397
b5v5_15440	-12	397
b5v5_15436	-10	397
b5v5_16260	0	397
b5v5_18459	-1	397
b5v5_17559	-5	397
b5v5_03648	-16	397
b5v5_15546	96	275
b5v5_17080	35	397
b5v5_18635	43	397
b5v5_13154	4	275
b5v5_15409	-8	397
b5v5_11023	82	297
b5v5_08771	-8	397
b5v5_11956	-2	397
b5v5_11673	64	397
b5v5_23292	2	397
b5v5_04761	-6	280
b5v5_12847	-3	397
b5v5_06144	16	397
b5v5_19783	38	397
b5v5_12177	-7	397
b5v5_17325	-9	397
b5v5_06093	35	397
b5v5_13329	0	397
b5v5_06079	13	397
b5v5_21682	-6	397
b5v5_14097	-11	397
b5v5_12413	-12	397
b5v5_16078	-8	397
b5v5_13806	14.5	397
b5v5_12636	-17	355
b5v5_13887	-13	397
b5v5_17005	-2	397
b5v5_12340	-14	397
b5v5_12014	39	397
b5v5_21473	-3	397
b5v5_16742	21	397
b5v5_14334	6	397
b5v5_15590	69	397
b5v5_19387	1	397
b5v5_14780	11	397
b5v5_16072	-17	397
b5v5_16005	-14	397
b5v5_15007	3	397
b5v5_09431	-13	397
b5v5_19752	-2	397
b5v5_13848	-14	397
b5v5_19555	-12.5	397
b5v5_20944	1	397
b5v5_08086	-2	397
b5v5_15348	50	397
b5v5_10354	25.5	186
b5v5_18236	52	397
b5v5_10455	-3	397
b5v5_13564	-15	337
b5v5_12536	-4	397
b5v5_13888	-12	397
b5v5_19904	0	397
b5v5_18239	-2	397
b5v5_15114	-10	397
b5v5_11972	-12	397
b5v5_13975	-12	397
b5v5_22958	-6	397
b5v5_20791	-4	397
b5v5_11905	-12	397
b5v5_03713	-4	397
b5v5_21773	-11	397
b5v5_11414	-6	397
b5v5_16819	-10	397
b5v5_17667	5	397
b5v5_17637	-12	397
b5v5_05257	119	366
b5v5_14151	-8	397
b5v5_19414	1	397
b5v5_13991	0	397
b5v5_12679	-11	284
b5v5_16991	-12	397
b5v5_21611	-12	397
b5v5_14300	-9	397
b5v5_18902	3	381
b5v5_20574	-14	397
b5v5_15606	5	397
b5v5_15310	13	397
b5v5_08054	-10	397
b5v5_22955	-15	397
b5v5_21741	-8	397
b5v5_14544	-17	397
b5v5_18955	55	397
b5v5_16020	-6	397
b5v5_18017	-9	397
b5v5_11979	5	365
b5v5_09776	85.5	312
b5v5_18416	-4	397
b5v5_15641	-14	397
b5v5_14467	-8	397
b5v5_19251	-23	396
b5v5_20702	34	396
b5v5_18588	20	396
b5v5_22261	1	396
b5v5_14885	-9	396
b5v5_14446	-12	396
b5v5_17587	-12	396
b5v5_16044	-4	396
b5v5_06491	-7	396
b5v5_16732	-16	396
b5v5_17090	-5	396
b5v5_13081	-3	396
b5v5_15773	-10.5	396
b5v5_22184	-13	396
b5v5_16440	-17	396
b5v5_14095	-12	396
b5v5_20259	-10	375
b5v5_14745	35	396
b5v5_14608	-20	396
b5v5_10941	-6	396
b5v5_10668	-5	396
b5v5_08965	-11	281
b5v5_14889	-12	396
b5v5_17327	-12	396
b5v5_16780	-8	396
b5v5_16999	-12	396
b5v5_03565	-9	396
b5v5_21507	4	396
b5v5_17513	-18	396
b5v5_17984	-8	396
b5v5_13410	12	396
b5v5_19361	1	396
b5v5_12982	-12	396
b5v5_13769	4	388
b5v5_19372	-4	396
b5v5_16954	-7	396
b5v5_13925	-12	396
b5v5_09549	-17	396
b5v5_18033	-13	396
b5v5_14686	-9	396
b5v5_17262	6	396
b5v5_20619	25	396
b5v5_20171	6.5	396
b5v5_12272	32	396
b5v5_15315	-16	396
b5v5_18398	44	396
b5v5_21659	26	396
b5v5_14182	-10	396
b5v5_23418	-7.5	396
b5v5_12709	-9	396
b5v5_05262	-11	396
b5v5_17673	-9	396
b5v5_13492	51	396
b5v5_15359	-10	396
b5v5_21250	-14	396
b5v5_05780	58	396
b5v5_05325	127	315
b5v5_08225	-12	396
b5v5_20372	7	396
b5v5_21951	76	317
b5v5_14857	-17	396
b5v5_14605	-5	396
b5v5_15425	-14	396
b5v5_10820	-9	396
b5v5_16875	27	396
b5v5_14924	-6	396
b5v5_23650	-12	359
b5v5_15526	-13	361
b5v5_21501	-12	396
b5v5_20367	-11	396
b5v5_12598	-6	396
b5v5_20150	-6	396
b5v5_17894	-4	386
b5v5_07469	5	396
b5v5_20058	79	396
b5v5_15498	-8	396
b5v5_18164	-17	396
b5v5_17870	8	396
b5v5_16785	0.5	396
b5v5_05630	2	396
b5v5_13480	-13	396
b5v5_17341	-11.5	396
b5v5_15675	-8	396
b5v5_19552	-13	396
b5v5_16885	-17	396
b5v5_21972	-8	396
b5v5_12648	-2	396
b5v5_17109	-17	396
b5v5_20662	-9	396
b5v5_16937	-5.5	396
b5v5_13465	-10	396
b5v5_14880	-15	396
b5v5_18264	33	396
b5v5_10944	15	396
b5v5_15285	-6	396
b5v5_17662	-11	396
b5v5_16715	-5	396
b5v5_15045	-12	396
b5v5_20910	-7	396
b5v5_18831	35	348
b5v5_14963	-14	396
b5v5_17759	20	396
b5v5_17120	-8	396
b5v5_03856	87	392
b5v5_22004	-16	396
b5v5_17477	-2.5	396
b5v5_21421	-2	396
b5v5_23737	-15	396
b5v5_17805	7	396
b5v5_15394	-6.5	396
b5v5_13553	-6	396
b5v5_16952	-15	396
b5v5_19967	77	396
b5v5_15258	0	396
b5v5_13950	5	396
b5v5_16383	-3	396
b5v5_16096	-3	395
b5v5_08292	-1	395
b5v5_09401	1	395
b5v5_12991	-8	395
b5v5_20942	17	395
b5v5_13212	-9	395
b5v5_17787	-1	395
b5v5_21172	47	395
b5v5_20318	-15	395
b5v5_07832	-13	395
b5v5_03432	15	395
b5v5_20792	-5	395
b5v5_10487	-13	395
b5v5_13285	-2	395
b5v5_19606	31	395
b5v5_18802	1	395
b5v5_13771	42	394
b5v5_13780	-12	395
b5v5_08616	-3	395
b5v5_15058	-5	395
b5v5_17762	11.5	395
b5v5_21592	40	395
b5v5_17353	-10	395
b5v5_19117	16	395
b5v5_15496	58	395
b5v5_26335	-11	395
b5v5_15691	-4	395
b5v5_15695	-2	395
b5v5_19564	-5	395
b5v5_08213	-2.5	395
b5v5_14245	-1	395
b5v5_15638	-1	395
b5v5_17568	-4	395
b5v5_23377	-7	395
b5v5_09471	-7	395
b5v5_13550	-8	395
b5v5_14079	-10	395
b5v5_14590	3	395
b5v5_16643	-14	395
b5v5_11516	-3	395
b5v5_22809	32	395
b5v5_19224	-5	395
b5v5_08669	90	395
b5v5_19354	27.5	395
b5v5_22833	-11	395
b5v5_18982	0	395
b5v5_25129	-8	395
b5v5_15387	-6	395
b5v5_17951	-5	395
b5v5_13064	70.5	395
b5v5_10751	13	395
b5v5_21683	-8	395
b5v5_13835	3	395
b5v5_15903	-12.5	395
b5v5_13182	10	395
b5v5_13502	4	395
b5v5_15965	20	361
b5v5_09538	-15	395
b5v5_21023	35	395
b5v5_14984	-3	395
b5v5_21693	-12	395
b5v5_18594	-16	395
b5v5_16770	-10	395
b5v5_16058	2	395
b5v5_14729	-7	395
b5v5_20629	-8	395
b5v5_08168	-9	395
b5v5_21126	85	368
b5v5_23056	63	283
b5v5_16462	-8.5	395
b5v5_16910	5	395
b5v5_10032	40	395
b5v5_21404	10	395
b5v5_16989	-15	395
b5v5_12683	-5	395
b5v5_11322	46	395
b5v5_15119	-10	395
b5v5_11793	-3	395
b5v5_10342	-6	395
b5v5_12452	-9	395
b5v5_15898	-15	395
b5v5_21165	-8	395
b5v5_17201	-7	395
b5v5_20680	-6	395
b5v5_16565	-14	395
b5v5_16813	-5	395
b5v5_19505	164	395
b5v5_14787	-13	232
b5v5_16230	7	395
b5v5_11083	-6	395
b5v5_14570	4	395
b5v5_22164	56	395
b5v5_10069	11	395
b5v5_11339	-16	395
b5v5_17159	0	395
b5v5_13827	-5	395
b5v5_15942	37	395
b5v5_19847	-13	395
b5v5_18388	-14	395
b5v5_22679	-12	395
b5v5_12351	-6	395
b5v5_16969	-3	395
b5v5_15525	54	395
b5v5_12070	19	395
b5v5_21116	-9	395
b5v5_13431	-7	395
b5v5_17620	-3	395
b5v5_20007	-5	395
b5v5_16911	1	395
b5v5_22001	42	395
b5v5_16651	-5	395
b5v5_05128	-13	395
b5v5_14542	-5	395
b5v5_25014	-14	395
b5v5_16109	-14	395
b5v5_16362	-8	395
b5v5_13059	-4	395
b5v5_12728	-4	395
b5v5_09559	66	395
b5v5_16045	27	384
b5v5_14861	46.5	395
b5v5_16348	-2	395
b5v5_21876	5.5	395
b5v5_16482	-11	395
b5v5_19697	-13	395
b5v5_23197	-13	395
b5v5_09865	2	395
b5v5_18769	-9	395
b5v5_15802	-7	395
b5v5_16582	-7	395
b5v5_14564	-7	395
b5v5_11742	-18	395
b5v5_14281	-3	395
b5v5_23201	-15	395
b5v5_11559	99.5	296
b5v5_20399	-8.5	395
b5v5_19024	21	395
b5v5_14611	-4	395
b5v5_20069	-9	395
b5v5_13825	-11	395
b5v5_17428	10.5	395
b5v5_16931	-3	395
b5v5_12400	-16	395
b5v5_13088	-11	395
b5v5_22144	-14	395
b5v5_11813	30	395
b5v5_09827	56.5	395
b5v5_18994	12	395
b5v5_20688	46	395
b5v5_16618	-14	394
b5v5_13891	20	394
b5v5_12764	50	394
b5v5_19186	-13	394
b5v5_18674	-13	394
b5v5_20951	-5	394
b5v5_21176	78	371
b5v5_11935	2	394
b5v5_16029	10	394
b5v5_14227	-11	394
b5v5_14875	15	270
b5v5_13053	-11	394
b5v5_18972	-3	394
b5v5_14915	-12	394
b5v5_15483	-1	394
b5v5_03153	-4	394
b5v5_14052	0	394
b5v5_12934	-13	394
b5v5_15759	-2	394
b5v5_20554	-13	394
b5v5_11434	20	394
b5v5_16198	-9	394
b5v5_19483	-3	394
b5v5_08231	98.5	388
b5v5_14891	3	394
b5v5_22222	-14	394
b5v5_12939	1	394
b5v5_13604	2	394
b5v5_12658	-3	394
b5v5_12690	13	394
b5v5_22575	2	394
b5v5_01464	-3	394
b5v5_14514	-6.5	394
b5v5_17463	-6	394
b5v5_15911	-11	394
b5v5_15179	76	375
b5v5_08210	-9	394
b5v5_19210	-13	334
b5v5_16831	46	394
b5v5_19470	-13	394
b5v5_13554	-8	394
b5v5_18084	53	394
b5v5_11978	7.5	210
b5v5_13839	1.5	394
b5v5_18917	4.5	394
b5v5_11539	-8	394
b5v5_11969	-8	394
b5v5_14653	-3	394
b5v5_16190	-14	394
b5v5_12279	4.5	394
b5v5_19046	-15	394
b5v5_16660	-9	394
b5v5_17412	7	394
b5v5_19589	-10	394
b5v5_22518	3	394
b5v5_15429	-10	394
b5v5_19191	93	356
b5v5_19000	-12	394
b5v5_19744	8.5	394
b5v5_05773	4	394
b5v5_08039	78	267
b5v5_19540	-15	394
b5v5_19035	-5	394
b5v5_15782	-12	394
b5v5_22475	52	331
b5v5_20788	-13	394
b5v5_11810	98	318
b5v5_10764	7	394
b5v5_16636	100	363
b5v5_18695	37	383
b5v5_18347	-9	394
b5v5_15758	41	394
b5v5_20072	-9	394
b5v5_19884	50	357
b5v5_21522	5	394
b5v5_14933	-4	394
b5v5_12769	-14.5	394
b5v5_10636	16.5	394
b5v5_21175	-11	394
b5v5_19725	-10	394
b5v5_20033	-11	394
b5v5_05472	17	394
b5v5_14060	-3	394
b5v5_16034	62.5	390
b5v5_13141	-1	394
b5v5_22187	1	394
b5v5_17957	-14	394
b5v5_20892	-1	394
b5v5_13845	-16	394
b5v5_11842	1	394
b5v5_16842	91	309
b5v5_18282	-8	394
b5v5_18908	65	394
b5v5_22778	7.5	394
b5v5_23480	-11	394
b5v5_21505	-12	394
b5v5_17409	-6	394
b5v5_11902	78	393
b5v5_06019	19	394
b5v5_09033	27	361
b5v5_20533	-11	394
b5v5_24010	-11	394
b5v5_17028	-16	394
b5v5_14645	-15	394
b5v5_19750	-12	394
b5v5_19057	10	394
b5v5_16751	6	394
b5v5_19282	4	394
b5v5_10768	-13	394
b5v5_13199	-13.5	394
b5v5_13596	-17	394
b5v5_10574	-14	394
b5v5_05822	1	394
b5v5_10304	13	394
b5v5_16639	58	394
b5v5_21122	3	394
b5v5_16388	-13	394
b5v5_16852	-10	394
b5v5_20790	-11	394
b5v5_23877	-8	394
b5v5_14185	74	345
b5v5_14146	1	394
b5v5_22478	-18	394
b5v5_23464	-6	394
b5v5_16022	-13	394
b5v5_16392	55	366
b5v5_10661	72.5	341
b5v5_14568	17	394
b5v5_18178	-9	393
b5v5_19598	5	393
b5v5_13509	59	393
b5v5_11210	4	200
b5v5_27956	2	393
b5v5_16071	-16	393
b5v5_21618	-1	393
b5v5_13344	-5	393
b5v5_18911	-4	393
b5v5_15494	-17	393
b5v5_03642	-11	393
b5v5_14801	-16	393
b5v5_15117	2	393
b5v5_24678	-6	393
b5v5_18747	-20	393
b5v5_20488	-10	393
b5v5_11619	0	393
b5v5_17006	-1	393
b5v5_17067	3	393
b5v5_14053	-5	393
b5v5_12542	-14	393
b5v5_14401	82.5	284
b5v5_15340	-5	393
b5v5_11068	-4	393
b5v5_09396	-13	393
b5v5_08756	27	393
b5v5_19447	7	393
b5v5_20915	1	393
b5v5_17157	-15	393
b5v5_11653	-12	393
b5v5_25718	33.5	393
b5v5_16805	-1	393
b5v5_17497	-15	393
b5v5_18576	-15	393
b5v5_13714	6	393
b5v5_19492	-11	393
b5v5_22744	-18	393
b5v5_11362	0	393
b5v5_12850	-17	393
b5v5_20287	-12	393
b5v5_15740	13	393
b5v5_14623	1	393
b5v5_18150	-12	393
b5v5_17183	-6	393
b5v5_19621	13	393
b5v5_13118	-11	393
b5v5_17214	-16	393
b5v5_11016	-10	393
b5v5_12312	-1	393
b5v5_16748	18	393
b5v5_19441	24.5	356
b5v5_21363	-14	393
b5v5_22600	1.5	393
b5v5_17149	82.5	393
b5v5_09340	52	393
b5v5_18355	46.5	324
b5v5_22101	30	393
b5v5_15594	-15	393
b5v5_21535	13	177
b5v5_18275	-13	393
b5v5_22525	63	393
b5v5_12287	-11	393
b5v5_21461	-8	393
b5v5_12098	-13	393
b5v5_23303	-13	393
b5v5_18206	-19	393
b5v5_14418	10	393
b5v5_04818	55	393
b5v5_09920	88	294
b5v5_04965	71	393
b5v5_14323	-16	393
b5v5_13153	28	393
b5v5_06914	3	393
b5v5_18809	-16	393
b5v5_12846	8	393
b5v5_03907	-6	393
b5v5_15227	-6	393
b5v5_16709	6	393
b5v5_16466	-12	393
b5v5_16386	-13	393
b5v5_15572	0	393
b5v5_16464	13	393
b5v5_15146	81	323
b5v5_19718	7	393
b5v5_17176	-8	393
b5v5_21993	-17	393
b5v5_20984	-3	393
b5v5_17496	0	393
b5v5_17512	-13.5	393
b5v5_15057	-4	393
b5v5_17471	1	393
b5v5_21178	73	305
b5v5_08594	9	393
b5v5_14374	-2	393
b5v5_19554	-15	393
b5v5_16067	-6	393
b5v5_20439	-11	393
b5v5_18514	-17	393
b5v5_20008	37	393
b5v5_18737	-9	393
b5v5_14090	69.5	264
b5v5_20320	-10	393
b5v5_14890	-1	393
b5v5_18207	-12	393
b5v5_09476	29	393
b5v5_14957	-3	393
b5v5_21016	-20	393
b5v5_14508	-12	393
b5v5_20262	-17	393
b5v5_21406	-2	393
b5v5_15741	-4.5	393
b5v5_13192	2	393
b5v5_24686	-2	393
b5v5_14025	1	393
b5v5_18568	-5	393
b5v5_15442	41	393
b5v5_12245	8	393
b5v5_18082	1	393
b5v5_14751	-7	393
b5v5_12392	-12	393
b5v5_08367	-12	393
b5v5_21912	22	393
b5v5_25920	-8	393
b5v5_09133	-13	393
b5v5_17129	-15	393
b5v5_14673	-2	393
b5v5_09847	-8	393
b5v5_17633	30	393
b5v5_14507	-6	393
b5v5_08093	81	393
b5v5_15398	-14	393
b5v5_17777	-5	393
b5v5_18507	-12	392
b5v5_14588	-15	392
b5v5_09178	36	392
b5v5_20512	33	392
b5v5_11808	-11.5	392
b5v5_15083	5	392
b5v5_12440	12	392
b5v5_06667	10	392
b5v5_15600	133	287
b5v5_13090	-4	392
b5v5_11041	-15	392
b5v5_15510	6	392
b5v5_12817	-9	392
b5v5_24605	-17	392
b5v5_11929	-9	392
b5v5_10763	-4	392
b5v5_20884	15	151
b5v5_19001	26	392
b5v5_21173	-8	392
b5v5_19958	-2	392
b5v5_12761	-7	392
b5v5_12990	82	392
b5v5_15928	-5	392
b5v5_23592	2	392
b5v5_18584	-6	392
b5v5_12544	-13	392
b5v5_09919	-5	392
b5v5_16408	-19	392
b5v5_18633	27	333
b5v5_14941	-13	392
b5v5_17943	94	332
b5v5_15024	-10	392
b5v5_07739	-4	392
b5v5_22658	13	392
b5v5_12042	24	392
b5v5_15462	-13	392
b5v5_20648	-13	392
b5v5_18942	-6	392
b5v5_17439	-5	392
b5v5_16601	-5	392
b5v5_15334	-10	392
b5v5_16031	5	392
b5v5_17887	120	303
b5v5_12913	65	392
b5v5_14744	9	392
b5v5_15833	-2	392
b5v5_09751	-5	392
b5v5_18907	-4	392
b5v5_18616	15.5	392
b5v5_23181	-6	392
b5v5_18188	-17	372
b5v5_17757	8	392
b5v5_18703	-6	392
b5v5_12104	43	392
b5v5_20497	-14	392
b5v5_18181	-4	392
b5v5_23102	-6.5	392
b5v5_22667	-9	392
b5v5_13538	8	392
b5v5_15055	-17	392
b5v5_20013	-14	342
b5v5_22371	-1	392
b5v5_17964	-11	392
b5v5_15499	0	392
b5v5_10897	52	352
b5v5_09406	77	242
b5v5_20463	-13	392
b5v5_17222	-18	392
b5v5_19023	46	391
b5v5_19644	-4	392
b5v5_10945	-7	392
b5v5_17193	-7	392
b5v5_10021	-16	392
b5v5_19173	-4	392
b5v5_07554	10	392
b5v5_17643	-8	392
b5v5_15762	-13	392
b5v5_11063	-1.5	392
b5v5_19130	-7	392
b5v5_20940	-9	392
b5v5_19332	-2	392
b5v5_20105	-12	392
b5v5_21546	-1	392
b5v5_18590	-8	392
b5v5_19104	-16	392
b5v5_05808	-4	392
b5v5_16921	51	392
b5v5_13513	1.5	392
b5v5_21778	-11	392
b5v5_19655	-11	392
b5v5_10784	24.5	392
b5v5_17160	-8	392
b5v5_15617	9	392
b5v5_09951	45	392
b5v5_09362	107	392
b5v5_14437	-6	392
b5v5_17688	-7	392
b5v5_08951	-7	392
b5v5_20941	-18	392
b5v5_19028	0	392
b5v5_18475	13	392
b5v5_12228	-3	392
b5v5_18032	-10	392
b5v5_14798	5	392
b5v5_13357	3	392
b5v5_18133	-10	392
b5v5_15138	13	392
b5v5_19027	-14	392
b5v5_14478	-11	392
b5v5_08837	-10	392
b5v5_17379	-2	392
b5v5_08468	-12	392
b5v5_17506	-16	392
b5v5_18968	-5	392
b5v5_19563	-13	392
b5v5_10408	8	392
b5v5_11711	-3.5	392
b5v5_18270	64	373
b5v5_19459	3	392
b5v5_22035	1	392
b5v5_19924	-12	392
b5v5_13921	-13	392
b5v5_11852	10	392
b5v5_11390	5	392
b5v5_19194	-17	392
b5v5_23358	-16	392
b5v5_15654	-8	392
b5v5_18890	-17	392
b5v5_15489	81	322
b5v5_18243	-6	392
b5v5_22724	83	392
b5v5_12821	57	392
b5v5_15361	-5	392
b5v5_15609	24	392
b5v5_17890	2	391
b5v5_19004	-15	277
b5v5_15579	-17	356
b5v5_12874	-14	392
b5v5_16753	-14	392
b5v5_25496	-12	392
b5v5_17869	-7	392
b5v5_12787	-13.5	392
b5v5_18570	51	392
b5v5_13606	0	391
b5v5_22730	-8	391
b5v5_17518	-15	391
b5v5_22629	-5	391
b5v5_20084	-1	391
b5v5_19149	15	391
b5v5_18197	-6	391
b5v5_11024	0	391
b5v5_19391	-11	391
b5v5_16223	-16	391
b5v5_08663	-15	391
b5v5_12087	-1	391
b5v5_14494	1	391
b5v5_21594	-13	391
b5v5_21943	13	391
b5v5_17937	19	391
b5v5_10738	-10	391
b5v5_11232	77	347
b5v5_13100	-6	391
b5v5_17475	-18	391
b5v5_18163	-10	391
b5v5_09022	7	391
b5v5_20815	-4	391
b5v5_04849	-11	391
b5v5_17305	-9	391
b5v5_17690	6	391
b5v5_09006	-2	391
b5v5_15339	-10	391
b5v5_11121	75.5	391
b5v5_13718	-15	391
b5v5_17859	-2	391
b5v5_22633	-9	391
b5v5_18256	-14	391
b5v5_13126	-15	391
b5v5_08611	-7	391
b5v5_15037	-7	391
b5v5_17103	-9	391
b5v5_22429	-5	391
b5v5_15147	-18	391
b5v5_15646	4	391
b5v5_18630	-11	391
b5v5_06793	8	391
b5v5_16494	0	391
b5v5_16406	-2	391
b5v5_02978	28	391
b5v5_18263	-17	391
b5v5_17185	18	391
b5v5_19464	-11	391
b5v5_12394	-17	391
b5v5_10435	-12	391
b5v5_11745	121.5	272
b5v5_26008	-6	391
b5v5_15859	-16	391
b5v5_10938	18	391
b5v5_14345	-1.5	391
b5v5_17509	-8	391
b5v5_12503	-12	391
b5v5_20400	-5	391
b5v5_12025	-9	391
b5v5_16299	-3	391
b5v5_17456	-4.5	290
b5v5_25020	-14	391
b5v5_16053	-11	391
b5v5_20930	-7	391
b5v5_13836	-16	391
b5v5_21598	-4	391
b5v5_19612	3	391
b5v5_17487	-12	391
b5v5_18876	-14.5	391
b5v5_21338	-6	391
b5v5_16807	1	391
b5v5_16195	113	391
b5v5_17392	-7	391
b5v5_21007	-8	391
b5v5_17186	-10	391
b5v5_18544	0	391
b5v5_23038	-10	391
b5v5_11299	26	391
b5v5_06731	-7	391
b5v5_17116	-10	391
b5v5_17747	5.5	391
b5v5_14439	-14	391
b5v5_19515	48	294
b5v5_13172	12	391
b5v5_15015	-11	391
b5v5_17577	-10	391
b5v5_11392	12	391
b5v5_13194	36	391
b5v5_19219	-6	391
b5v5_22430	-5	391
b5v5_15021	11	391
b5v5_12665	-10	391
b5v5_11468	-7	391
b5v5_12135	-12	391
b5v5_22470	-13	391
b5v5_06072	-11	391
b5v5_15840	6	391
b5v5_13522	69	391
b5v5_14208	-10	391
b5v5_08007	81.5	391
b5v5_22005	10	391
b5v5_21368	-8	391
b5v5_19759	-11	391
b5v5_15051	33	391
b5v5_15822	-13	391
b5v5_08301	-13	391
b5v5_12484	-7	391
b5v5_20342	-8	391
b5v5_22088	-14	391
b5v5_19284	-8	391
b5v5_20464	-7	391
b5v5_19264	0	391
b5v5_17550	-5	391
b5v5_17394	-12	391
b5v5_14741	72	391
b5v5_12557	-14	391
b5v5_15838	-6	391
b5v5_21120	61.5	391
b5v5_14914	10	391
b5v5_10110	89	312
b5v5_16361	-11	390
b5v5_15649	-5	390
b5v5_20120	-9	390
b5v5_12393	28	390
b5v5_20460	9.5	390
b5v5_11631	17.5	390
b5v5_10896	-7	390
b5v5_22869	-5	390
b5v5_15715	-18	390
b5v5_14426	16.5	390
b5v5_17822	28	390
b5v5_20089	-5	307
b5v5_13989	-14	390
b5v5_19188	-5.5	390
b5v5_14990	61	390
b5v5_19693	91.5	390
b5v5_11659	15	390
b5v5_19677	-14	390
b5v5_16094	-9	390
b5v5_13936	71	390
b5v5_06348	-18	390
b5v5_21502	-8	390
b5v5_08915	-10	346
b5v5_25025	0	390
b5v5_05120	4	390
b5v5_26353	-5	390
b5v5_07693	-7	390
b5v5_14248	-11	390
b5v5_22059	0	390
b5v5_17182	-2	390
b5v5_17931	6.5	390
b5v5_17170	-11	390
b5v5_20099	-5	390
b5v5_13654	-9	390
b5v5_13968	-2	390
b5v5_21281	-9	390
b5v5_18473	54	390
b5v5_15280	3	390
b5v5_12845	-3	390
b5v5_17974	99.5	324
b5v5_19066	12	390
b5v5_20277	-5	390
b5v5_14585	-9.5	390
b5v5_18154	-4	309
b5v5_14895	25	390
b5v5_21407	-11	390
b5v5_24040	-13	390
b5v5_11001	113	335
b5v5_10489	-7.5	390
b5v5_11494	38	390
b5v5_17644	-12	390
b5v5_12835	-8	390
b5v5_16304	-9	390
b5v5_11427	-15	390
b5v5_14038	-10	390
b5v5_21768	-14	390
b5v5_17594	-7	390
b5v5_12719	31	390
b5v5_24300	1	390
b5v5_12533	3	390
b5v5_15869	-12	390
b5v5_16540	-6	390
b5v5_14346	-12	390
b5v5_15790	-6	390
b5v5_19730	26	390
b5v5_15181	11	390
b5v5_17786	1	390
b5v5_16422	-14	390
b5v5_17862	-15	383
b5v5_19587	-13.5	390
b5v5_09015	-1	390
b5v5_06581	-1	390
b5v5_17818	-13.5	390
b5v5_07795	-10	390
b5v5_08132	-18	376
b5v5_15971	-5	390
b5v5_24017	-16	390
b5v5_20935	16	390
b5v5_17199	-1	390
b5v5_17702	-10	390
b5v5_17833	-12	390
b5v5_20739	13	153
b5v5_21932	22	390
b5v5_16542	112	390
b5v5_12595	-9	390
b5v5_17795	2	390
b5v5_14113	4	390
b5v5_16492	-7	390
b5v5_13401	24.5	390
b5v5_16737	9	390
b5v5_13347	-13	390
b5v5_17073	-10	390
b5v5_16283	29	390
b5v5_12915	11.5	390
b5v5_18301	0	390
b5v5_08359	-10	390
b5v5_18941	-4	390
b5v5_15246	-12	390
b5v5_06462	19	390
b5v5_08255	-15	390
b5v5_18464	-10	390
b5v5_11503	24	390
b5v5_11496	-2	390
b5v5_20362	-2	390
b5v5_13388	-8	390
b5v5_11498	-16	390
b5v5_17660	-6	390
b5v5_03361	-17	390
b5v5_00490	2	390
b5v5_17063	5	390
b5v5_11461	-9	390
b5v5_19109	-10	389
b5v5_13324	44	389
b5v5_15430	0	389
b5v5_17029	-16	389
b5v5_20854	-6	389
b5v5_26179	-17	389
b5v5_15243	-11	389
b5v5_06021	-11	389
b5v5_03216	2	389
b5v5_21431	1	389
b5v5_21291	-9	389
b5v5_09528	-15	389
b5v5_16543	-15	389
b5v5_19838	-8	389
b5v5_17211	2	389
b5v5_20731	-2	389
b5v5_20140	-12	389
b5v5_18602	-5	389
b5v5_22640	5	389
b5v5_11423	-15	389
b5v5_13785	-9	389
b5v5_19669	-12	389
b5v5_22107	-9	389
b5v5_10301	-19	389
b5v5_15259	10	389
b5v5_16064	-7	389
b5v5_21266	4	389
b5v5_09769	37	389
b5v5_04362	23	389
b5v5_16510	-1	389
